date,Thailand,Myanmar,Cambodia,Vietnam,P_Malaysia,Lao_PDR
2019-09-13,0,0,0,0,1,0
2019-09-14,0,0,0,0,0,0
2019-09-15,0,0,0,0,0,0
2019-09-16,0,0,0,0,3,0
2019-09-17,0,0,0,0,1,0
2019-09-18,0,0,0,0,1,0
2019-09-19,0,0,0,0,0,0
2019-09-20,0,0,0,0,1,0
2019-09-21,1,0,0,0,5,0
2019-09-22,0,0,0,0,2,0
2019-09-23,0,0,0,0,2,0
2019-09-24,0,0,0,0,4,0
2019-09-25,0,0,0,0,0,0
2019-09-26,0,0,0,0,0,0
2019-09-27,0,0,0,0,1,0
2019-09-28,0,0,0,0,2,0
2019-09-29,0,0,0,0,1,0
2019-09-30,0,0,0,0,0,0
2019-10-01,0,0,0,0,0,0
2019-10-02,0,0,0,0,2,0
2019-10-03,0,0,0,0,0,0
2019-10-04,0,0,0,0,1,0
2019-10-05,0,0,0,0,0,0
2019-10-06,0,0,0,0,8,0
2019-10-07,0,0,0,0,1,0
2019-10-08,0,0,0,0,0,0
2019-10-09,0,0,0,0,1,0
2019-10-10,0,0,0,0,0,0
2019-10-11,0,0,0,0,0,0
2019-10-12,0,0,0,0,0,0
2019-10-13,0,0,0,0,1,0
2019-10-14,0,0,0,0,2,0
2019-10-15,0,0,0,0,0,0
2019-10-16,0,0,0,0,0,0
2019-10-17,0,0,0,0,0,0
2019-10-18,1,0,0,0,0,0
2019-10-19,0,0,0,0,0,0
2019-10-20,0,0,0,0,0,0
2019-10-21,0,0,0,0,0,0
2019-10-22,0,0,0,0,0,0
2019-10-23,0,0,0,0,0,0
2019-10-24,0,0,0,0,0,0
2019-10-25,0,0,0,0,1,0
2019-10-26,0,0,0,0,1,0
2019-10-27,0,0,0,0,0,0
2019-10-28,0,0,0,0,0,0
2019-10-29,0,0,0,1,0,0
2019-10-30,0,0,0,0,0,0
2019-10-31,0,0,0,0,0,0
2019-11-01,0,0,0,0,0,0
2019-11-02,0,0,0,0,0,0
2019-11-03,0,0,0,0,1,0
2019-11-04,0,0,0,0,0,0
2019-11-06,0,0,0,0,0,0
2019-11-07,0,0,0,0,0,0
2019-11-08,0,0,0,0,0,0
2019-11-09,0,0,0,0,0,0
2019-11-10,0,0,0,0,0,1
2019-11-11,0,0,0,0,0,0
2019-11-12,0,0,0,0,0,0
2019-11-13,0,0,0,0,0,0
2019-11-14,0,0,2,0,1,0
2019-11-15,0,0,1,0,0,0
2019-11-16,0,0,0,0,0,0
2019-11-17,0,0,0,0,0,0
2019-11-18,0,0,0,0,0,0
2019-11-19,0,0,0,0,0,0
2019-11-20,0,0,0,0,0,1
2019-11-21,0,0,0,0,0,0
2019-11-22,0,0,0,0,2,0
2019-11-23,0,0,0,0,0,0
2019-11-24,0,0,0,0,0,0
2019-11-25,0,0,0,0,0,0
2019-11-26,0,0,1,0,0,0
2019-11-27,0,0,0,0,0,0
2019-11-28,1,0,0,0,0,0
2019-11-29,1,0,0,0,0,0
2019-11-30,1,0,0,0,0,0
2019-12-01,0,0,0,0,0,0
2019-12-02,2,0,0,0,0,0
2019-12-03,0,0,0,0,0,0
2019-12-04,0,0,0,0,0,0
2019-12-05,2,0,1,0,0,1
2019-12-06,0,0,1,1,0,0
2019-12-07,2,0,0,1,0,0
2019-12-08,0,0,3,0,0,0
2019-12-09,2,0,0,0,0,0
2019-12-10,0,0,0,0,0,1
2019-12-11,2,0,0,1,2,0
2019-12-12,0,0,0,0,1,0
2019-12-13,0,0,0,0,0,0
2019-12-14,0,0,0,0,0,0
2019-12-15,2,0,0,0,0,0
2019-12-16,1,4,0,0,0,0
2019-12-17,1,0,3,0,0,0
2019-12-18,0,0,0,0,0,0
2019-12-19,0,0,0,0,0,0
2019-12-20,1,1,1,2,2,0
2019-12-21,5,0,0,1,0,0
2019-12-22,2,0,1,1,3,0
2019-12-23,0,0,1,0,3,0
2019-12-25,2,0,0,0,0,1
2019-12-26,5,0,0,0,1,0
2019-12-27,1,0,3,0,2,0
2019-12-28,0,0,2,0,1,0
2019-12-29,0,0,0,1,3,0
2019-12-30,0,0,0,0,1,0
2019-12-31,4,0,5,0,0,0
2020-01-01,4,0,10,2,0,0
2020-01-02,0,0,3,2,0,0
2020-01-03,1,0,0,0,0,0
2020-01-04,3,0,1,0,2,0
2020-01-05,6,0,1,0,2,0
2020-01-06,4,0,1,0,0,0
2020-01-07,4,0,0,1,0,0
2020-01-08,2,0,4,1,1,0
2020-01-09,1,0,2,0,0,1
2020-01-10,2,1,1,0,0,0
2020-01-11,7,0,0,0,0,4
2020-01-12,2,0,0,1,2,0
2020-01-13,1,0,4,1,2,0
2020-01-14,3,0,3,0,0,0
2020-01-15,3,1,5,0,0,0
2020-01-16,7,0,5,0,2,3
2020-01-17,10,0,6,0,4,0
2020-01-18,0,0,7,1,2,0
2020-01-19,1,0,4,0,0,0
2020-01-20,2,1,0,0,0,0
2020-01-21,5,0,1,1,2,0
2020-01-22,6,0,5,1,1,1
2020-01-23,2,0,3,0,2,1
2020-01-24,0,0,4,1,2,0
2020-01-25,0,3,4,1,2,0
2020-01-26,30,3,1,0,0,0
2020-01-27,32,0,0,0,1,0
2020-01-28,9,0,3,0,1,0
2020-01-29,0,0,3,0,2,0
2020-01-30,0,0,0,0,0,0
2020-01-31,8,5,0,0,4,0
2020-02-01,12,0,6,0,0,1
2020-02-02,3,0,10,0,2,4
2020-02-03,2,0,12,0,1,0
2020-02-04,1,1,1,0,2,0
2020-02-05,2,3,0,0,0,0
2020-02-07,10,1,5,1,3,0
2020-02-08,11,0,29,0,1,3
2020-02-09,0,0,6,0,0,1
2020-02-10,2,1,1,0,1,4
2020-02-11,7,9,3,0,0,2
2020-02-12,21,6,8,0,1,4
2020-02-13,13,1,13,2,1,10
2020-02-14,11,0,3,2,0,5
2020-02-15,5,0,0,2,0,7
2020-02-16,24,5,0,0,0,7
2020-02-17,53,7,5,0,0,6
2020-02-18,12,1,23,0,1,10
2020-02-19,4,6,28,2,0,5
2020-02-20,6,4,20,1,0,0
2020-02-21,36,22,0,0,0,2
2020-02-22,70,43,36,2,2,2
2020-02-23,44,10,72,2,0,5
2020-02-24,19,0,59,4,3,18
2020-02-25,2,3,6,1,2,12
2020-02-26,5,0,8,0,1,1
2020-02-27,10,7,8,0,1,2
2020-02-28,22,9,15,0,1,8
2020-02-29,14,4,21,4,1,15
2020-03-01,6,0,14,0,0,2
2020-03-02,6,5,0,1,1,2
2020-03-03,1,11,2,0,0,1
2020-03-04,5,6,1,4,0,0
2020-03-05,2,5,3,2,0,0
2020-03-06,0,0,1,2,0,0
2020-03-07,0,7,2,1,1,3
2020-03-08,8,33,2,3,4,7
2020-03-09,39,36,4,10,5,25
2020-03-10,36,9,9,0,2,24
2020-03-11,18,10,10,1,1,12
2020-03-12,6,9,11,4,0,16
2020-03-13,11,18,5,0,0,11
2020-03-14,39,37,1,0,0,14
2020-03-15,1,12,8,2,2,7
2020-03-16,3,1,23,2,2,15
2020-03-17,0,9,14,5,2,7
2020-03-18,3,16,3,1,2,5
2020-03-19,1,46,1,12,0,13
2020-03-20,31,14,2,4,1,15
2020-03-21,17,10,18,6,1,21
2020-03-22,2,14,9,8,0,8
2020-03-23,2,14,6,0,0,4
2020-03-24,15,39,4,2,0,4
2020-03-25,68,94,0,0,0,32
2020-03-27,22,19,11,4,3,37
2020-03-28,11,14,2,7,0,11
2020-03-29,16,44,1,3,0,41
2020-03-30,73,91,0,3,0,140
2020-03-31,78,49,5,23,1,257
2020-04-01,47,33,11,4,1,160
2020-04-02,14,27,7,5,0,40
2020-04-03,9,41,2,4,1,36
2020-04-04,50,97,2,3,0,18
2020-04-05,59,44,4,3,0,34
2020-04-06,18,11,7,0,0,27
2020-04-07,9,5,0,2,1,20
2020-04-08,7,8,0,1,0,8
2020-04-09,8,19,0,0,0,5
2020-04-10,46,57,0,1,0,7
2020-04-11,14,15,2,0,0,2
2020-04-12,0,8,0,0,1,0
2020-04-13,0,5,0,2,0,0
2020-04-14,1,16,0,0,0,0
2020-04-15,3,27,0,0,0,0
2020-04-16,5,8,0,1,0,1
2020-04-17,1,5,0,0,6,0
2020-04-18,0,5,0,0,1,0
2020-04-19,2,19,0,0,0,0
2020-04-20,14,47,0,1,0,7
2020-04-21,16,37,1,1,0,34
2020-04-22,2,6,1,0,0,1
2020-04-23,0,7,1,0,0,0
2020-04-24,0,2,0,0,0,0
2020-04-25,0,2,0,0,0,0
2020-04-26,0,1,0,0,0,0
2020-04-27,0,0,1,2,0,0
2020-04-28,0,0,6,5,0,4
2020-04-29,0,0,4,2,0,0
2020-05-01,0,0,0,0,0,0
2020-05-02,1,0,0,0,0,0
2020-05-03,0,0,3,0,1,0
2020-05-04,0,0,0,2,0,0
2020-05-05,0,0,0,0,0,0
2020-05-06,0,1,0,2,0,5
2020-05-07,0,2,0,0,0,0
2020-05-08,0,0,4,0,0,1
2020-05-09,0,0,0,4,0,0
2020-05-10,0,3,0,0,0,1
2020-05-12,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0
2020-05-14,0,0,0,5,0,0
2020-05-15,0,0,0,0,0,0
2020-05-16,0,1,0,0,0,0
2020-05-17,0,6,0,0,0,0
2020-05-18,0,0,1,0,0,1
2020-05-20,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0
2020-05-23,1,1,0,0,0,0
2020-05-25,0,0,0,0,0,2
2020-05-26,0,0,0,1,0,0
2020-05-30,0,0,0,0,0,1
2020-05-31,0,0,0,0,0,0
2020-06-01,0,0,0,1,0,0
2020-06-03,0,0,0,1,0,0
2020-06-04,0,0,0,1,0,3
2020-06-05,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0
2020-06-08,0,0,0,2,0,0
2020-06-10,0,0,0,2,0,0
2020-06-11,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0
2020-06-19,0,0,0,1,0,0
2020-06-20,0,0,0,2,0,0
2020-06-21,0,0,0,1,0,0
2020-06-22,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0
2020-06-26,0,0,0,4,0,0
2020-06-28,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0
